Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
220264,2022,03/01/2023,Enfield,27 ROLAND ST,180100.00,310000.00,0.5809,Residential,Single Family,,,,POINT (-72.544586012 41.948950008)
220054,2022,10/19/2022,Hamden,75 RUSSELL ST,136990.00,355000.00,0.3858,Residential,Single Family,,,,POINT (-72.91274401 41.358713988)
220477,2022,04/10/2023,Hamden,255 STILL HILL RD,200340.00,335000.00,0.5980,Residential,Single Family,,,,POINT (-72.930261014 41.426979979)
222243,2022,08/01/2023,Bridgeport,434 WILLIAM ST #442,195270.00,310000.00,0.6299,Residential,Single Family,,,,POINT (-73.185617036 41.190286014)
222037,2022,08/29/2023,Manchester,588 EAST CENTER STREET UNIT H,103600.00,216900.00,0.4776,Residential,Condo,,,,POINT (-72.499805024 41.783914986)
2200505,2022,07/25/2023,East Hartford,80 SANDRA DR,121710.00,285000.00,0.4270,Residential,Single Family,,,,POINT (-72.596617012 41.760301991)
2200011,2022,10/11/2022,New Milford,38 PAPER MILL RD,175170.00,312000.00,0.5614,Residential,Single Family,10 - A Will,WILL,,POINT (-73.412366041 41.606063993)
220176,2022,05/02/2023,Madison,46 MADISON AVE,488900.00,830000.00,0.5890,Residential,Single Family,,,,POINT (-72.594661011 41.27290899)
22000142,2022,02/02/2023,Cheshire,955 JARVIS ST,224680.00,344999.00,0.6512,Residential,Single Family,,,,POINT (-72.922596015 41.536252001)
220196,2022,07/03/2023,East Hampton,27 BAY RD,296080.00,400000.00,0.7402,Residential,Single Family,25 - Other,ESTATE,,POINT (-72.497369997 41.601165986)
220150,2022,08/16/2023,Canton,130 MAIN STREET UNIT 1 E,74130.00,140000.00,0.5295,Residential,Condo,01 - Family,,,POINT (-72.921829993 41.810929986)
220018,2022,11/29/2022,Middlefield,BAILEYVILLE RD MAP 7 LOT 37,14700.00,7500.00,1.9600,Vacant Land,,28 - Use Assessment,OPEN SPACE SOLD TO LAND TRUST WITH CONDITIONS,,POINT (-72.728508588 41.518484933)
220319,2022,01/31/2023,Hamden,254 HEPBURN RD,148540.00,260000.00,0.5713,Residential,Single Family,,,,POINT (-72.897621967 41.350495993)
220282,2022,01/13/2023,Hamden,245 CIRCULAR AVE,114730.00,285000.00,0.4025,Residential,Single Family,,,,POINT (-72.935802961 41.352929008)
2200427,2022,08/09/2023,New Milford,92 VALLEY VIEW CONDO,74970.00,175000.00,0.4284,Residential,Condo,,SALES RATIO,,POINT (-73.436820562 41.533995559)
220425,2022,04/03/2023,New Haven,24 BENTON ST,125300.00,275000.00,0.4556,Residential,Single Family,,,,POINT (-72.977441993 41.329000979)
220226,2022,12/29/2022,Meriden,6 MALONEY AVE,126280.00,214900.00,0.5876,Residential,Two Family,,,,POINT (-72.78771904 41.547233007)
220198,2022,05/23/2023,New Canaan,36 SUNSET HILL RD,901460.00,2567000.00,0.3511,Residential,Single Family,,,,POINT (-73.507085989 41.153699006)
221905,2022,05/18/2023,Bridgeport,166 SIXTH ST #168,143540.00,433000.00,0.3315,Residential,Single Family,,,,POINT (-73.167826027 41.180153005)
220004,2022,10/13/2022,North Branford,505 TOTOKET RD,255300.00,675000.00,0.3782,Residential,Single Family,,,,POINT (-72.813653989 41.346573011)
220852,2022,08/03/2023,Hamden,30 MANILA AVE,496230.00,500000.00,0.9924,Commercial,,25 - Other,1 DEED; 2 PROPERTIES,,POINT (-72.92909702 41.352308999)
220433,2022,04/11/2023,Greenwich,569 ROUND HILL ROAD,2501240.00,3950000.00,0.6332,Residential,Single Family,,,,POINT (-73.667931023 41.118242005)
220059,2022,02/24/2023,Hebron,39 PAPER MILL RD,193480.00,230000.00,0.8412,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-72.410856016 41.644479009)
220100,2022,12/02/2022,Litchfield,41 NORTH ST,502130.00,1250000.00,0.4017,Residential,Single Family,,,,POINT (-73.192141006 41.749156994)
220027,2022,10/17/2022,New Haven,157 EDGEWOOD AV,203140.00,248000.00,0.8191,Residential,Two Family,,,,POINT (-72.938434041 41.311990997)
22346,2022,09/29/2023,Montville,16 SCENIC DR,127960.00,274000.00,0.4670,Residential,Single Family,,,,POINT (-72.103698995 41.49205498)
220170,2022,04/24/2023,New Canaan,38 OAK GROVE PL,600810.00,1150000.00,0.5224,Residential,Single Family,,,,POINT (-73.49465504 41.134710014)
221007,2022,04/24/2023,Fairfield,142 DUNNLEA ROAD,452970.00,1220000.00,0.3712,Residential,Single Family,,,,POINT (-73.268625035 41.152418)
222456,2022,09/20/2023,Bridgeport,32  WOOD AVE,134357.00,399995.00,0.3358,Residential,Two Family,,,,POINT (-73.201888992 41.177780005)
221560,2022,12/27/2022,Manchester,133 OAK STREET,121300.00,225000.00,0.5391,Residential,Single Family,,,,POINT (-72.514170014 41.770016994)
220540,2022,05/22/2023,Greenwich,163 SOUND BEACH AVENUE,1352120.00,1800000.00,0.7511,Commercial,,25 - Other,ESTATE SALE,,POINT (-73.56855273 41.03290561)
220181,2022,05/01/2023,Avon,56 WINDSOR COURT,140260.00,200000.00,0.7013,Vacant Land,,,LAND,,POINT (-72.903504298 41.809792861)
220059,2022,10/25/2022,Meriden,386 PARKER AVE SO,103810.00,215000.00,0.4828,Residential,Single Family,,,,POINT (-72.794634026 41.523101005)
22102,2022,07/03/2023,Haddam,38 ARKONA LANE,255430.00,575000.00,0.4442,Residential,Single Family,,,,POINT (-72.57693404 41.43992499)
22140,2022,02/21/2023,Montville,191 RAYMOND HILL RD,142660.00,241000.00,0.5919,Residential,Single Family,,,,POINT (-72.110492025 41.459474019)
2200122,2022,12/20/2022,New Milford,51 LITTLE BEAR HILL,258030.00,525000.00,0.4915,Residential,Single Family,,SALES RATIO,,POINT (-73.402166019 41.637087009)
220097,2022,12/01/2022,East Hartford,15 BELL CT #C-2,23600.00,42000.00,0.5619,Residential,Condo,,,,POINT (-72.592623553 41.783202651)
220100,2022,05/04/2023,Canton,16 WICKHAMS FANCY,132640.00,320000.00,0.4145,Residential,Condo,,,,POINT (-72.926059607 41.827759699)
220882,2022,09/08/2023,Meriden,365 CROWN ST,94570.00,65000.00,1.4549,Vacant Land,,,,,POINT (-72.805392738 41.528400153)
220219,2022,06/01/2023,Madison,28 INDIAN TR,523200.00,1330000.00,0.3933,Residential,Single Family,,,,POINT (-72.654303029 41.333204001)
221773,2022,04/28/2023,Manchester,571 HARTFORD ROAD UNIT 4,56100.00,150000.00,0.3740,Residential,Condo,,,,POINT (-72.546746029 41.76572898)
22065,2022,08/24/2023,Marlborough,74 NO PARKER RD,66400.00,115000.00,0.5773,Vacant Land,,,,,POINT (-72.440843631 41.665479461)
2200050,2022,11/14/2022,East Haven,43 ROSE ST,185640.00,379000.00,0.4898,Residential,Single Family,,,,POINT (-72.86326002 41.321934993)
222436,2022,09/15/2023,Bridgeport,644 CARROLL AVE APT #6,1679300.00,46000.00,36.5065,Commercial,,08 - Part Interest,COOP (THE BRIDGEPORT WILMOT APTS INC),,POINT (-73.164118439 41.181269057)
220347,2022,02/15/2023,Hamden,2111 DIXWELL AVE,520800.00,1300000.00,0.4006,Commercial,,,,,POINT (-72.919128003 41.368328995)
220144,2022,07/31/2023,Canton,758 CHERRY BROOK ROAD,195080.00,330000.00,0.5911,Residential,Single Family,,,,POINT (-72.90662497 41.917926991)
220068,2022,01/19/2023,Clinton,314 CHAPMAN MILL POND RD #16,80600.00,150000.00,0.5373,Residential,Condo,,,,POINT (-72.494254025 41.29096998)
220012,2022,10/04/2022,Branford,365 WALDEN GREEN,72500.00,188000.00,0.3856,Residential,Condo,,,,POINT (-72.843374961 41.273858995)
220071,2022,01/25/2023,Coventry,44 CYNTHIA LN,152900.00,245000.00,0.6240,Residential,Single Family,,,,POINT (-72.352124021 41.797790011)
220989,2022,04/18/2023,Fairfield,657 STRATFIELD ROAD,213220.00,295000.00,0.7227,Vacant Land,,,,,POINT (-73.228050002 41.193600009)
2200533,2022,09/19/2023,Naugatuck,111-8A WOOSTER STREET,83230.00,192900.00,0.4314,Residential,Condo,,,,POINT (-73.039532192 41.499409809)
220043,2022,10/21/2022,Greenwich,14 STILLVIEW AVENUE,619220.00,500000.00,1.2384,Residential,Single Family,25 - Other,RELATED PARTIES OF ONE SELLING INTEREST TO THE OTHER,,POINT (-73.660104002 41.03405702)
220398,2022,03/22/2023,New Haven,109 HOWE ST,316680.00,730000.00,0.4338,Residential,Two Family,,,,POINT (-72.933693991 41.311391984)
22031,2022,03/01/2023,Ashford,7 OAK DR,128030.00,289900.00,0.4416,Residential,Single Family,07 - Change in Property,,,POINT (-72.195425011 41.935554008)
20197,2002,03/03/2003,Cheshire,14 WOODRIDGE CT,2486000.00,0.00,0,,,7,,,
220017,2022,02/01/2023,Canaan,O AMY RD,84400.00,99000.00,0.8525,Vacant Land,,,,,POINT (-73.344689059 41.950747353)
22033,2022,01/06/2023,Beacon Falls,40 BONNA STREET,57650.00,121000.00,0.4764,Vacant Land,,,,,POINT (-73.048347039 41.438771126)
2200149,2022,12/28/2022,East Hartford,62 BLISS ST,116360.00,189000.00,0.6156,Residential,Single Family,24 - Plottage,,,POINT (-72.604640002 41.783005005)
220029,2022,06/26/2023,Andover,195 LAKE RD,120610.00,285000.00,0.4231,Residential,Single Family,,,,POINT (-72.361592973 41.712466009)
220234,2022,07/31/2023,Brookfield,42 NORTH LAKE SHORE DR,423060.00,950000.00,0.4453,Residential,Single Family,,,,POINT (-73.436481028 41.479756004)
220539,2022,05/15/2023,Branford,17 EUCLID ST,139200.00,335000.00,0.4155,Residential,Single Family,,,,POINT (-72.849130981 41.26246099)
22064,2022,01/17/2023,Derby,222 EMMETT AVE,102550.00,290000.00,0.3536,Residential,Two Family,,,,POINT (-73.092838001 41.337836008)
220313,2022,08/22/2023,New Canaan,742 PONUS RIDGE,953120.00,1740000.00,0.5477,Residential,Single Family,,,,POINT (-73.528516001 41.137753986)
220631,2022,02/07/2023,Bridgeport,34 JETLAND PL #36,192100.00,445000.00,0.4317,Residential,Two Family,,,,POINT (-73.227217008 41.155688996)
221309,2022,08/04/2023,Fairfield,55 WOODSIDE CIRCLE,300300.00,818000.00,0.3671,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.22510502 41.190783019)
2200409,2022,08/22/2023,East Haven,161 COSEY BEACH AVE #6,97860.00,175000.00,0.5592,Residential,Condo,,,,POINT (-72.869948024 41.246026005)
22223,2022,07/10/2023,Darien,152 GOODWIVES RIVER RD,1737470.00,2395000.00,0.7255,Residential,Single Family,25 - Other,,SOLD ALONG WITH ANOTHER PARCEL - SEE #22310,POINT (-73.476898984 41.055298984)
220054,2022,11/30/2022,Bloomfield,2 LIVINGSTONE RD,152810.00,349000.00,0.4378,Residential,Single Family,,,,POINT (-72.732135035 41.812915994)
2222168,2022,06/29/2023,Ansonia,70 ELM ST,177800.00,200000.00,0.8890,Residential,Two Family,25 - Other,"LOW SALE, EXEC DEED",,POINT (-73.076454985 41.330275993)
22149,2022,03/01/2023,Montville,288 OXOBOXO DAM RD,20300.00,35000.00,0.5800,Residential,Single Family,,,,POINT (-72.186156973 41.482169992)
220713,2022,06/26/2023,Hamden,3409 WHITNEY AVE U13B,142030.00,300000.00,0.4734,Residential,Condo,,,,POINT (-72.902923018 41.418868979)
220054,2022,02/22/2023,Essex,194 SAYBROOK RD,282800.00,750000.00,0.3770,Residential,Single Family,,,,POINT (-72.382024029 41.334041018)
220012,2022,10/06/2022,Fairfield,51 WAGON HILL ROAD,366450.00,370000.00,0.9904,Residential,Single Family,08 - Part Interest,50% INTEREST,,POINT (-73.261222976 41.176524982)
220108,2022,11/10/2022,Hamden,101 LEATHERMAN TRAIL,231490.00,469900.00,0.4926,Residential,Single Family,,,,POINT (-72.933530963 41.41724201)
220507,2022,01/06/2023,Bridgeport,2600 PARK AVE UNIT #7F,61560.00,130000.00,0.4735,Residential,Condo,,,,POINT (-73.215320992 41.193990019)
22246,2022,09/26/2023,Derby,31 O'SULLIVAN RD,170030.00,430000.00,0.3954,Residential,Single Family,,,,POINT (-73.056610996 41.319027017)
2200332,2022,05/03/2023,Naugatuck,89 ALMA ST,174300.00,325000.00,0.5363,Residential,Single Family,,,,POINT (-73.040180035 41.496605012)
220211,2022,09/25/2023,Coventry,26 AUTUMN TR,93500.00,130000.00,0.7192,Residential,Single Family,07 - Change in Property,UC FOR RMDL,,POINT (-72.337986013 41.781124986)
2222196,2022,08/14/2023,Ansonia,28 N FOURTH ST,100030.00,400000.00,0.2501,Residential,Two Family,07 - Change in Property,"LISTING FOUND AN ADDITIONAL ILLEGAL APARTMENT UNIT. ALSO, COMPLETE INTERIOR RENOVATION WITH NO PERMI",,POINT (-73.084492978 41.353320988)
220007,2022,10/05/2022,Colchester,242 WATERHOLE RD,433400.00,595000.00,0.7284,Residential,Single Family,,,,POINT (-72.430763958 41.526454017)
220085,2022,02/22/2023,Clinton,92 COW HILL RD,159700.00,370000.00,0.4316,Residential,Single Family,,,,POINT (-72.538333029 41.297411011)
2200022,2022,10/11/2022,Naugatuck,85 AETNA ST #7,79450.00,149900.00,0.5300,Residential,Condo,,,,POINT (-73.062595005 41.488962016)
22154,2022,03/03/2023,Montville,35 OLD FITCH HILL RD #2,108150.00,235000.00,0.4602,Residential,Single Family,,SALES RATIO,GOOD SALE PER MLS,POINT (-72.103589024 41.496896996)
220434,2022,07/25/2023,Groton,27 CROSSWINDS DR,727160.00,927000.00,0.7844,Residential,Single Family,,,,POINT (-71.999298032 41.333871997)
22019,2022,11/14/2022,Middlebury,112 STEINMANN AVE,185600.00,289900.00,0.6402,Residential,Single Family,,,,POINT (-73.097078993 41.535214992)
22000166,2022,03/06/2023,Cheshire,499 MOUNTAIN RD,158240.00,395000.00,0.4006,Residential,Single Family,,,,POINT (-72.932270995 41.495039985)
220006,2022,10/04/2022,Ledyard,438 PUMPKIN HILL RD,143360.00,350000.00,0.4096,Residential,Single Family,,,,POINT (-71.983896034 41.41271398)
220568,2022,04/25/2023,Milford,1435 WINDWARD RD,222850.00,422000.00,0.5280,Residential,Condo,,,,POINT (-73.105596266 41.21690243)
220126,2022,05/24/2023,Ellington,6 HEMLOCK TRAIL,280790.00,535000.00,0.5248,Residential,Single Family,,,,POINT (-72.366075028 41.924236008)
220674,2022,06/26/2023,Meriden,379 SWAIN AVE,152250.00,285000.00,0.5342,Residential,Single Family,,,,POINT (-72.785057031 41.520531993)
2200010,2022,10/20/2022,New Fairfield,15 AUTUMN RIDGE RD,317700.00,785000.00,0.4047,Residential,Single Family,,,,POINT (-73.520181958 41.446982008)
220232,2022,07/27/2023,Brookfield,14 WINDWOOD RD,339580.00,650000.00,0.5224,Residential,Single Family,25 - Other,Sold to Relocation Company,,POINT (-73.35585701 41.476616017)
222289,2022,08/11/2023,Bridgeport,290 STILLMAN ST,84950.00,170000.00,0.4997,Residential,Single Family,,,,POINT (-73.182773978 41.192529011)
220268,2022,07/07/2023,East Windsor,61 ELM ST,21020.00,105000.00,0.2001,Residential,Single Family,,MOBILE HOME,,POINT (-72.617868992 41.915365985)
2200082,2022,11/21/2022,Naugatuck,60 GUNNTOWN RD,319060.00,491000.00,0.6498,Residential,Single Family,,,,POINT (-73.102092041 41.494894014)
22061,2022,04/05/2023,Beacon Falls,12 BAYBERRY COURT,0.00,536565.00,0.0000,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION,,POINT (-73.038493866 41.422424595)
22211,2022,05/18/2023,North Haven,539 CLINTONVILLE RD,256710.00,418000.00,0.6141,Residential,Single Family,14 - Foreclosure,,COMMITTEE DEED,POINT (-72.82447402 41.394401994)
220903,2022,09/01/2023,Hartford,33 CENTER ST,40389.00,400000.00,0.1010,Residential,Three Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-72.68070703 41.777713006)
220158,2022,05/19/2023,Colchester,115 JAMES ST,138600.00,262000.00,0.5290,Residential,Single Family,,,,POINT (-72.342385004 41.573346994)
22290,2022,09/05/2023,Darien,33 DUBOIS STREET,571690.00,1460000.00,0.3915,Residential,Single Family,,,,POINT (-73.491832015 41.062834985)
223294,2022,05/16/2023,Newington,134 CEDARWOOD LN,199850.00,306000.00,0.6531,Residential,Single Family,14 - Foreclosure,,,POINT (-72.708676016 41.694038981)
220334,2022,05/22/2023,Groton,10 SPYGLASS CIR,148680.00,316000.00,0.4705,Residential,Condo,,,,POINT (-72.051802022 41.366205021)
220011,2022,10/03/2022,Hamden,16 POND HOLLOW U16,91910.00,225000.00,0.4084,Residential,Condo,,,,POINT (-72.933786594 41.357707912)
221793,2022,05/05/2023,Manchester,111-113 ELDRIDGE STREET,150600.00,315000.00,0.4780,Residential,Two Family,,,,POINT (-72.515103003 41.767809997)
220164,2022,05/01/2023,Ledyard,1343 BALDWIN HILL RD,172690.00,300000.00,0.5756,Residential,Single Family,,,,POINT (-72.075317033 41.404495985)
220084,2022,11/03/2022,New Haven,1423 QUINNIPIAC AV #206,68250.00,111000.00,0.6148,Residential,Condo,,,,POINT (-72.870259999 41.323068981)
22011,2022,12/20/2022,Eastford,180 BOSTON TPKE,178680.00,385000.00,0.4641,Residential,Single Family,,,,POINT (-72.051174972 41.896666001)
220352,2022,03/01/2023,New Haven,99 EAST ROCK RD,489020.00,657500.00,0.7437,Residential,Single Family,16 - Charitable Group,,,POINT (-72.912724983 41.330759)
220022,2022,10/24/2022,Griswold,634-L3 HOPEVILLE RD,8540.00,15000.00,0.5693,Residential,Single Family,,MOBILE HOME,,POINT (-71.949931975 41.61532499)
220614,2022,02/02/2023,Bridgeport,835 THORME ST,164530.00,360000.00,0.4570,Residential,Single Family,,,,POINT (-73.219946964 41.203489984)
222190,2022,07/20/2023,Bridgeport,461 WESTFIELD AVE #163,191500.00,345000.00,0.5551,Residential,Two Family,11 - Court Order,,,POINT (-73.212845984 41.202372006)
220792,2022,07/13/2023,Hartford,94-96 WHITMORE ST,72618.00,350000.00,0.2074,Residential,Two Family,,,,POINT (-72.681328968 41.744781012)
220905,2022,04/04/2023,Bridgeport,252 HARLEM AVE UNIT #C5,58470.00,135000.00,0.4331,Residential,Condo,,,,POINT (-73.210047015 41.200809996)
220009,2022,02/22/2023,Hartland,MBL1617003A,32800.00,25000.00,1.3120,Vacant Land,,25 - Other,,"PER MLS SOLD TOGETHER WITH #220010-220014 FOR $305,000",POINT (-72.997217 41.991104)
220053,2022,10/11/2022,Bridgeport,226 WOODSIDE AVE,157800.00,355000.00,0.4445,Residential,Single Family,,,,POINT (-73.212218011 41.216598987)
22048,2022,06/05/2023,Barkhamsted,122 RIVERTON RD,232210.00,530000.00,0.4381,Residential,Single Family,,"2003 CAPE, 2592 SFLA + 1000 SFLA FIN WOB, 4.82 AC",,POINT (-73.033719013 41.951438008)
220453,2022,03/16/2023,Hartford,332 BROOKFIELD ST,80704.00,270000.00,0.2989,Residential,Single Family,,,,POINT (-72.708105041 41.745083012)
220213,2022,12/22/2022,New Haven,750 QUINNIPIAC AV UNIT 8,157990.00,330000.00,0.4787,Residential,Condo,,,,POINT (-72.884489034 41.31024798)
221355,2022,08/22/2023,Fairfield,100 MAYFAIR ROAD,376390.00,747000.00,0.5038,Residential,Single Family,,,,POINT (-73.25279799 41.176212002)
22000207,2022,04/21/2023,Cheshire,20 W RIDGE CT,95320.00,100000.00,0.9532,Vacant Land,,,,,POINT (-72.964208576 41.533446519)
22005,2022,10/12/2022,Colebrook,458 SMITH HILL ROAD,162800.00,385000.00,0.4228,Residential,Single Family,,,,POINT (-73.093372012 41.988061979)
220649,2022,06/22/2023,Greenwich,31 EVERGREEN ROAD,1680000.00,4200000.00,0.4000,Residential,Single Family,,,,POINT (-73.632169968 41.037858003)
22008,2022,10/13/2022,Derby,4 WC BROOKSIDE COMMONS,73850.00,213500.00,0.3459,Residential,Condo,,,,POINT (-73.061230532 41.309900428)
2200331,2022,07/05/2023,East Haven,34 PENNSYLVANIA AVE,194810.00,395500.00,0.4925,Residential,Single Family,,,,POINT (-72.872232009 41.272497019)
223402,2022,07/11/2023,Newington,185 ORCHARD AVE,176180.00,400000.00,0.4404,Residential,Single Family,,,,POINT (-72.744778969 41.654506992)
200374,2020,05/18/2021,Vernon,27 TRACY DRIVE,129190.00,226800.00,0.5696,Residential,Single Family,,,,POINT (-72.47857 41.84938)
221924,2022,07/07/2023,Manchester,131 GLENWOOD STREET,169700.00,190000.00,0.8932,Residential,Two Family,25 - Other,,CASH OFFERS ONLY PER MLS,POINT (-72.508105036 41.772547994)
2200151,2022,01/17/2023,New Milford,54 MIST HILL DR,197970.00,380000.00,0.5210,Residential,Single Family,,SALES RATIO,,POINT (-73.434196037 41.501838002)
22072,2022,04/13/2023,Burlington,31 STONE RD,136290.00,186000.00,0.7327,Residential,Single Family,14 - Foreclosure,FORECLOSURE,,POINT (-72.940073038 41.734440006)
22000003,2022,10/03/2022,Cheshire,96 BELRIDGE RD,163460.00,395000.00,0.4138,Residential,Single Family,,,,POINT (-72.902811036 41.516042017)
220167,2022,04/18/2023,Killingly,5 FRONTAGE PT,41720.00,125000.00,0.3337,Residential,Condo,,,,POINT (-71.856457916 41.788819451)
221020,2022,05/02/2023,Bridgeport,18 VICTORY ST,162460.00,415000.00,0.3915,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220572,POINT (-73.207726988 41.215665998)
22034,2022,11/08/2022,Darien,21 TULIP TREE LANE,1066660.00,2030000.00,0.5254,Residential,Single Family,,,,POINT (-73.453398977 41.081965003)
220386,2022,03/07/2023,Meriden,1801 NO BROAD ST,302750.00,800000.00,0.3784,Commercial,,,,COMMERCIAL LAND,POINT (-72.773131008 41.566336999)
220473,2022,12/29/2022,Bridgeport,227 ORLAND ST #229,310840.00,490000.00,0.6343,Residential,Three Family,,,,POINT (-73.223287991 41.165119014)
220628,2022,06/15/2023,Greenwich,42 PARK AVENUE,965300.00,1395000.00,0.6919,Residential,Single Family,,,,POINT (-73.620055951 41.038718351)
220728,2022,06/29/2023,Hamden,37 TOWNE HOUSE RD U37,78680.00,182000.00,0.4323,Residential,Condo,,,,POINT (-72.92362196 41.376100989)
220106,2022,04/17/2023,Ellington,61 NORTH PARK ST,188930.00,425000.00,0.4445,Residential,Single Family,,,,POINT (-72.448841041 41.874954985)
220217,2022,12/01/2022,Milford,234 THIRD AVE,267430.00,393333.00,0.6799,Residential,Single Family,08 - Part Interest,SALE WITH SERIAL # 220218,,POINT (-73.097462968 41.183607984)
222056,2022,09/05/2023,Manchester,78 TRACY DRIVE,174200.00,369000.00,0.4720,Residential,Single Family,,,,POINT (-72.501566984 41.796167987)
220004,2022,10/03/2022,Bridgeport,124 EAST EATON ST,163570.00,350000.00,0.4673,Residential,Single Family,,,,POINT (-73.206951997 41.186732003)
221113,2022,09/25/2023,Milford,63 WAVERLY AVE,188550.00,385000.00,0.4897,Residential,Single Family,,,,POINT (-73.104723037 41.203577994)
2200244,2022,04/10/2023,New Milford,16 FORDYCE COURT RD #2,57050.00,137500.00,0.4149,Residential,Condo,,SALES RATIO,,POINT (-73.399944982 41.563219014)
220888,2022,04/03/2023,Bridgeport,385 COURTLAND AVE,253450.00,535000.00,0.4737,Residential,Single Family,,,,POINT (-73.227536023 41.152100997)
220042,2022,09/18/2023,Andover,226 ROUTE 6,99750.00,240000.00,0.4156,Residential,Single Family,,,GOOD SALE PER MLS - HOUSE HAS BEEN REFRESHED,POINT (-72.389588027 41.74671501)
2200343,2022,04/18/2023,East Hartford,51 CHENEY LN,180600.00,320000.00,0.5643,Residential,Single Family,,,,POINT (-72.577135038 41.745678001)
220046,2022,06/29/2023,Kent,80 NORTH MAIN ST B4B1,119300.00,295000.00,0.4044,Residential,Condo,,,,POINT (-73.472527989 41.72876001)
220818,2022,08/03/2023,Greenwich,DALE DRIVE 0016,521010.00,1250000.00,0.4168,Residential,Single Family,,,,POINT (-73.656866995 41.020480013)
220193,2022,12/14/2022,Hamden,15 WINDSOR RD,134120.00,259900.00,0.5160,Residential,Single Family,,,,POINT (-72.89740102 41.340985005)
220022,2022,10/11/2022,East Hartford,2 BEECH ST,116120.00,210000.00,0.5529,Residential,Single Family,07 - Change in Property,,,POINT (-72.623595005 41.782957982)
220006,2022,10/03/2022,Madison,24 WICKFORD PL,595500.00,1235000.00,0.4821,Residential,Single Family,,,,POINT (-72.607048961 41.321832985)
221182,2022,06/29/2023,Fairfield,37 SHALIMAR ROAD,329630.00,767000.00,0.4297,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.247525018 41.177279018)
220596,2022,05/23/2023,Meriden,59 HITCHCOCK DR,130270.00,250000.00,0.5210,Residential,Single Family,,,,POINT (-72.792345012 41.515193014)
220320,2022,11/30/2022,Bridgeport,64 MANHATTAN AVE,155440.00,310000.00,0.5014,Residential,Single Family,,,,POINT (-73.206464002 41.200847002)
220131,2022,11/22/2022,New Haven,420 FERRY ST,27230.00,85000.00,0.3203,Vacant Land,,,,,POINT (-72.896075158 41.311242428)
220504,2022,05/08/2023,Greenwich,8 SCOTT ROAD,751450.00,1250000.00,0.6011,Residential,Single Family,,,,POINT (-73.637524999 41.13744)
220118,2022,02/01/2023,Brookfield,24 DORSET LN,334950.00,5000.00,66.9900,Residential,Single Family,06 - Portion of Property,"LLR, portion of 24 Dorset merged with 22 Dorset",,POINT (-73.371597972 41.475580014)
220256,2022,03/31/2023,Groton,47 & 49 MARDIE LN U3B & 3A,23000.00,28000.00,0.8214,Residential,Condo,,"SALE OF 2 CONDOS - BOTH ASSMT IS 11,500",,POINT (-72.080551028 41.369790002)
220106,2022,06/12/2023,Brooklyn,96B PROULX ST,170900.00,263000.00,0.6498,Residential,Condo,,,,POINT (-71.903730003 41.794695999)
220043,2022,01/06/2023,Essex,48 SAYBROOK RD,213400.00,575000.00,0.3711,Residential,Single Family,,,,POINT (-72.396324981 41.347632986)
2200464,2022,06/28/2023,East Hartford,38 GREENBRIER RD,115950.00,200000.00,0.5797,Residential,Single Family,01 - Family,,,POINT (-72.600079995 41.742061)
220143,2022,10/25/2022,Bridgeport,300 SUCCESS AVE BLDG 90 APT 13,2632020.00,20000.00,131.6010,Commercial,,08 - Part Interest,COOP (SUCCESS VILLAGE),,POINT (-73.156635013 41.197206993)
220478,2022,04/05/2023,Meriden,6505 VICTORIAN PARK,29820.00,93800.00,0.3179,Residential,Condo,,AKA 650 BROAD ST UNIT 5,,POINT (-72.797327441 41.516315877)
220120,2022,12/02/2022,Harwinton,14 STEEPLE CHASE RD,59060.00,757950.00,0.0779,Residential,Single Family,07 - Change in Property,,,POINT (-73.0599759 41.771517)
220100,2022,10/27/2022,Milford,663 WEST AVE #A19,112470.00,235000.00,0.4785,Residential,Condo,,,,POINT (-73.077874963 41.215579999)
220024,2022,10/12/2022,Milford,0 CASWELL COVE MARINA #A2,2800.00,8000.00,0.3500,Vacant Land,,,DOCK,,POINT (-73.1059559 41.22092)
22101,2022,08/14/2023,Lebanon,15 W ISLAND BEACH RD,74520.00,175000.00,0.4258,Residential,Single Family,,,,POINT (-72.320786012 41.620110009)
2200101,2022,05/03/2023,New Fairfield,10 CHERRY DR,126000.00,275000.00,0.4581,Residential,Single Family,,,,POINT (-73.473411022 41.525886018)
220932,2022,09/12/2023,Hartford,44-46 KENT ST,88017.00,350000.00,0.2514,Residential,Three Family,,,,POINT (-72.700477006 41.782352012)
220069,2022,11/01/2022,Greenwich,9 RIVER ROAD #413,295540.00,439000.00,0.6732,Residential,Condo,,,,POINT (-73.595558975 41.034871497)
220199,2022,06/26/2023,Brookfield,24 HUNTING RIDGE RD,380220.00,1035000.00,0.3673,Residential,Single Family,07 - Change in Property,New Construction,,POINT (-73.369768035 41.434616983)
